title, weekend_rev, weekend_rev_mean
Summer School,6012274,4401
Silverado,3522897,3016
Quick Change,4700960,2945
Radio Flyer,1932595,2055
Revenge,6086672,4413
Show Me Love,17110,3422
Streets of Fire,2426500,2110
Teen Wolf,6120348,4322
High Heels,74103,5700
Thunderheart,4507425,4355
Trapped in Paradise,2744653,2134
Betty Blue,29383,14691
Wild at Heart,2913764,5477
Year of the Dragon,4093079,4168
Nothing to Lose,11617767,6239
Little Women,2411247,1604
Beauty and the Beast,162146,81073
The Birth of a Nation,7004254,3327
Sweet Dreams,2161284,2778
Hero,5210875,2853
Anna Karenina,75268,15053
CrissCross,1041264,2319
Doc Hollywood,7251854,4604
Dragnet,10542669,7885
MadHouse,5240816,3376
1941,2701898,8313
Beyond the Clouds,12596,3149
Accident,5798,5798
Cabeza de Vaca,5960,5960
Diabolique,5524055,3028
Leprechaun,2493020,4021
Crazy People,3357800,2417
Naked Lunch,64491,12898
Grass,21578,10789
Spring Forward,6269,3134
Run,2222056,1894
El Bonaerense,5550,5550
In America,205229,18657
My Flesh and Blood,18763,2680
Honey,12856040,6620
What Alice Found,6720,6720
Big Fish,207377,34562
Stuck on You,9411055,3133
Girl with a Pearl Earring,89472,12781
Mona Lisa Smile,11528498,4306
Calendar Girls,151393,6308
House of Sand and Fog,45572,22786
Two Men Went To War,10672,2668
Monster,86831,21707
Cheaper by the Dozen,27557647,8355
Cold Mountain,14574213,6737
Paycheck,13462374,4874
Young Black Stallion,629999,12352
Japanese Story,23962,4792
Secret Things,9421,9421
Chasing Liberty,6081483,2533
Distant,11280,5640
Along Came Polly,27721185,9289
Torque,9970557,4048
Crimson Gold,13476,6738
Osama,51969,12992
Real Men,241258,1608
Once Upon a Crime,3249740,2951
Beyond Therapy,286840,2538
Buster,265038,1221
Jane Eyre,269929,7712
Blame It on the Bellboy,1326472,2871
Only the Strong,1286889,1926
Ransom,34216088,12786
Melvin Goes to Dinner,1919,1919
Final Cut,226296,1934
Where the Boys Are,3665088,2592
No Good Deed,127000,315
Cool World,5556451,3837
Money for Nothing,491206,1094
King David,2212481,3030
Where the Day Takes You,190961,2053
It,123403419,30076
Touching the Void,96973,19394
You Got Served,16123105,8340
Latter Days,57242,14310
Catch That Kid,5824860,2045
Miracle,12076,12076
Sleep with Me,33004,5500
Just Between Friends,1390718,3950
Swing Shift,2270136,3197
Trespass,5012910,4905
Thirteen,116260,23252
Pontiac Moon,5128,641
Best Defense,7872297,5524
50 First Dates,39852237,11097
Welcome to Mooseport,6775132,2362
After Life,11791,11791
Face,12366,4122
Kitchen Stories,48103,6012
Diary of a Country Priest,7674,7674
Black Widow,3426831,4662
Raw Deal,5438978,3142
Fire Birds,6358761,3169
Robot Stories,10026,10026
Against the Ropes,3038546,1897
Confessions of a Teenage Drama Queen,9350572,3735
EuroTrip,6711384,2671
Club Dread,3035688,1679
Twisted,8904299,3294
Alila,3063,3063
Hidalgo,18829435,6147
Fire Down Below,6073094,2599
American Gun,9355,2338
Richard III,91915,22978
Quartet,47122,23561
Just One of the Guys,3307171,2721
Secret Window,18237568,6042
Spartan,2011435,2417
Broken Wings,24862,4972
Games People Play,12346,12346
How to Draw a Bunny,2706,2706
Wilbur Wants to Kill Himself,13747,6873
Clifford,2571043,2535
Mad Dog and Glory,3815555,3475
Night Crossing,1547912,2418
Dawn of the Dead,26722575,9735
Taking Lives,11458465,4236
Intermission,39936,3993
Jersey Girl,8319171,5473
Never Die Alone,3089993,2663
Dogville,88855,9872
Ned Kelly,43704,1986
Hellboy,23172440,7652
Home on the Range,13880771,4555
Walking Tall,15501114,5465
Johnson Family Vacation,9375307,7118
Ella Enchanted,6169030,3194
Shade,10696,10696
Since Otar Left,13763,6881
Twentynine Palms,12870,6435
Dawn of the Dead,26722575,9735
Cheaper by the Dozen,27557647,8355
Ned Kelly,43704,1986
Mac,27587,13793
Anna,2541,169
Jersey Girl,8319171,5473
After Hours,45435,45435
Connie and Carla,3254940,3210
Paper Clips,25535,5107
Young Adam,50278,5586
13 Going on 30,21054283,6123
Man on Fire,22751490,7634
Envy,6160886,2519
Godsend,6800617,2927
Laws of Attraction,6728905,2747
Mean Girls,24432195,8605
Mickey,75235,1791
New York Minute,5962106,1983
Van Helsing,51748040,14474
Valentin,14048,7024
Troy,46865412,13739
Carandiru,17945,2990
Coffee and Cigarettes,99162,19832
Strayed,19531,9765
Dance Me Outside,4983,1661
Raid,213785,15270
Under Fire,1837768,2252
Enemy Mine,1594702,2268
Desperate Hours,1367657,1323
Paperhouse,6687,6687
Octopussy,8902564,6790
Never Say Never Again,10958157,7069
Pride and Prejudice,38329,2129
White Palace,1078697,10895
Body Double,2837978,1987
Chaplin,84669,16933
School Ties,3020071,5075
Switch,3770991,3722
Raising Cain,6203835,3735
Irma Vep,11852,11852
Iron And Silk,15256,15256
Bedazzled,13106526,5103
Steel Dawn,311892,1075
On Deadly Ground,12679573,6308
Protocol,3427840,3838
Matinee,3601015,3150
Virtual Sexuality,43865,434
Baxter,37437,796
Explorers,3607340,2061
Weekend,16266,4066
Tinker Tailor Soldier Spy,310562,77641
Wintersleepers,21818,7272
Bang Rajan,4354,4354
Twister,41059405,17008
Sniper,5715435,3685
Ghost in the Machine,1854431,1798
Genghis Blues,6524,6524
Internal Affairs,5043516,5172
School for Scoundrels,8602333,2863
Getting It Right,73159,1662
Friday Night,9381,3127
Dark Days,20035,3339
Zelig,60119,10019
Shame,349519,34952
Under the Volcano,31000,31000
Nightbreed,3708918,2492
Infernal Affairs,25680,5136
Broadway Danny Rose,953794,8750
From Beyond,514417,2707
Robot Jox,464441,1394
Dolls,2067,2067
Pure Country,2739680,2758
Kikujiro,28079,7019
Dark Water,9939251,3740
Brain Donors,504057,960
Passed Away,1506887,2589
Jack the Bear,2219891,2084
Hamburger Hill,3360705,4128
Dahmer,16093,8046
Paradise,2815503,2454
Shiri,29187,4169
La Cucaracha,14692,1335
Crossroads,14527187,6103
29th Street,431660,3295
Seducing Doctor Lewis,7164,7164
Sammy and Rosie Get Laid,31899,10633
Leaving Normal,474220,1310
Pursuit of Happiness,1074,1074
Charly,56900,1580
Rush,36890,4611
Batteries not Included,3326530,2504
Educating Rita,73518,24506
Hiroshima Mon Amour,18494,3699
At Play in the Fields of the Lord,118162,10742
War of the Buttons,4930,2465
Night of the Living Dead,2884679,1868
Masterminds,1014606,855
Arizona Dream,6887,6887
Chaos,20570,6857
Purple Rain,7766201,8469
Point of No Return,7160389,4634
Short Time,1237211,2221
College,2153109,1014
Ten Little Indians,43436,549
Used People,51955,25977
Dolls,2067,2067
Escape from Alcatraz,5306354,6510
Oliver Twist,68447,13689
Shrek 2,108037878,25951
Raising Helen,10985597,4043
Soul Plane,5648486,3606
Time of the Wolf,7560,3780
Mindhunters,1911358,1837
Zatoichi,61104,15276
Garfield,21727611,7022
Bright Future,2755,2755
Napoleon Dynamite,116666,19444
City of Joy,3405890,4045
Father Hood,1286806,2001
Hello Again,5712892,4756
Fool for Love,55637,27818
Wish You Were Here,43611,43611
Book of Love,596131,2626
Suddenly,5406,5406
Meet the Applegates,274815,1773
Robot Carnival,10642,5321
It Had to Be You,5302,2651
Super Size Me,516641,12601
Samsara,76222,38111
Memphis Belle,5026846,4624
Animal Factory,5746,5746
The Immigrant,44064,14688
Deep Cover,3451356,3830
Around the World in 80 Days,7576132,2704
Dear Frankie,37542,7508
White Chicks,19676748,7218
Two Brothers,6144160,2824
Bloodhounds of Broadway,15872,3174
Reconstruction,13629,6814
Happenstance,8777,4388
Undead,8527,4263
Into the Woods,31051923,12726
Mayor of the Sunset Strip,21722,3103
Juice,8085915,7425
Taxi,12029832,4008
Taxi 3,288000,7783
Tokyo Godfathers,29259,3657
All of Me,5803848,4869
Overboard,1880006,1669
Sister My Sister,17907,3581
Roxanne,4582398,5410
Search and Destroy,26522,13261
Secret Society,933,933
Tank,4035960,3030
Before Sunset,219425,10971
King Arthur,15193907,4923
Sleepover,4171226,1889
Maria Full of Grace,139066,19866
Posse,5311902,5597
Catwoman,16728411,5366
Dream Lover,44701,7450
Funny About Love,3036352,2503
Hometown Legend,51000,1545
How I Got Into College,651850,877
Map of the Human Heart,81636,13606
Two of a Kind,3344942,2688
Warriors,3529675,6405
Moulin Rouge,167540,83770
Out of the Blue,728,728
My Voyage to Italy,7117,7117
Criss Cross,1041264,2319
Bon voyage,27480,27480
Thunderbirds,2766810,1345
Garden State,201115,22346
Port of Shadows,6618,6618
Collateral,24701458,7748
Little Black Book,7075217,2893
Code 46,20170,6723
In the Soup,13922,6961
Danny Deckchair,10304,2576
Without a Paddle,13528946,4955
Double Trouble,17978,1498
Suspect Zero,3446375,2297
Warriors of Heaven and Earth,13721,3430
Vanity Fair,4833900,4599
Paparazzi,6146262,2906
Wicker Park,5467281,2104
Seeing Other People,38182,2386
Highwaymen,195436,1760
Graffiti Bridge,2447108,3556
I Vitelloni,14790,14790
Under the Cherry Moon,3150924,3228
Flipper,4209525,1765
Witchboard,95435,6362
Roller Boogie,767854,1606
Cellular,10100571,3674
Criminal,283209,3678
Wimbledon,7118985,3499
Anatomy of Hell,4255,2127
Head in the Clouds,46133,4613
First Daughter,4002067,1770
Shaun of the Dead,3330781,5487
Mask,23117068,9795
Whispers in the Dark,3177158,2674
Hear No Evil,2641474,1847
AKA,7553,2517
Flashpoint,1916222,1874
Bug,3245556,1953
Shark Tale,47604606,11853
Ladder 49,22088204,6775
I Heart Huckabees,292177,73044
Raise Your Voice,4022693,1595
Taxi,12029832,4008
Around the Bend,17879,4469
Primer,28162,7040
Stage Beauty,38654,12884
Eulogy,41788,1899
Black Beauty,1285820,980
All I Want For Christmas,3645720,2419
Friday Night Lights,20269025,7599
Tarnation,12740,12740
Hair Show,155349,4088
Riding the Bullet,101107,1011
Spin,9858,1095
Being Julia,122214,13579
Surviving Christmas,4441356,1615
Alfie,6218335,2807
Sideways,207042,51760
Vera Drake,13207,6603
Stella Street,2574,257
Lightning in a Bottle,5300,2650
Undertow,24354,4059
Enduring Love,34610,6922
Saw,18276468,7894
Ray,20039730,9989
Birth,1705577,3101
Voices of Iraq,30634,2552
Fade to Black,449331,2643
Callas Forever,37855,7571
Kinsey,169038,33807
Seed of Chucky,8774520,4257
After the Sunset,11100392,3937
Finding Neverland,220524,27565
National Treasure,35142554,11648
Bad Education,147370,49123
Fabled,9642,3214
Alexander,13687087,5597
Christmas with the Kranks,21570867,6357
Our Music,8210,8210
Closer,7707972,16193
I Am David,160346,709
House of Flying Daggers,397472,26498
Stateside,113620,728
Fire in the Sky,6116484,4301
Love Me If You Dare,21546,7182
Twist,3887,3887
Control Room,27125,27125
Scarface,4597536,4616
The Ghoul,249,249
Holiday,12778913,4896
Heaven Can Wait,3652486,6763
Henry V,64933,21644
Deception,2312146,1155
Great Expectations,9593290,5138
Unfaithfully Yours,3774126,4602
Scandal,658660,7007
Salt of the Earth,44900,11225
Harakiri,10920,5460
Au Hasard Balthazar,8436,8436
Batman,40489746,18454
Point Blank,41031,6839
Slither,3880270,1994
Dark Star,8349,1670
Walking Tall,15501114,5465
Gone in 60 Seconds,25336048,8428
The Little Prince,116927,2249
Night Moves,21488,10744
Mistress,34146,17073
Providence,6193,885
Brass Target,354797,1062
Opening Night,10491,10491
Defiance,123513,61757
Bad Boys,15523358,7281
Blue Thunder,8258149,5365
Deal of the Century,3520605,2892
Doctor Detroit,3295722,2454
Rumble Fish,18985,18985
Star 80,412566,4389
Strange Invaders,655461,2392
Stroker Ace,4668135,3370
To Be or Not to Be,1020958,1600
Suburbia,69365,4335
Yellowbeard,1564155,2055
Electric Dreams,1009586,1097
Irreconcilable Differences,3076894,3411
Next of Kin,4805516,3538
Full Moon in Paris,5040,5040
Racing with the Moon,1803432,4636
Bliss,54547,4958
Creator,2019728,2463
Heaven Help Us,2235687,2229
Spies Like Us,8614039,5536
Target,2670522,2461
Vision Quest,2651665,2670
White Nights,477539,22739
Club Paradise,4152296,3542
Ginger and Fred,22725,22725
Solarbabies,704692,1018
Malone,1377691,1038
Pathfinder,5001214,2907
Prince of Darkness,4657401,3759
Street Smart,325835,1574
Weeds,132970,16621
Cobra Verde,7402,7402
Dominick and Eugene,280763,4602
Alice,36274,12091
Prison,63792,1518
Split Decisions,423303,1045
Monsieur Hire,29980,14990
Speaking Parts,8934,8934
Boiling Point,4006019,2811
Almost an Angel,1608365,1171
Cry-Baby,3004905,2445
Downtown,821626,2354
Ghost Dad,4803480,3960
Hard to Kill,9213631,7081
Havana,2175360,2640
Shipwrecked,3871766,2793
Ju Dou,10300,10300
Lionheart,7094552,4852
Narrow Margin,3628060,3205
Nuns on the Run,658835,8668
State of Grace,179927,12851
Time to Kill,14823159,6982
35 Up,13690,13690
Days of Being Wild,18090,18090
Cadence,173601,5600
Closet Land,121635,795
Dutch,1867201,1515
Guilty by Suspicion,2278290,2788
High Strung,718,718
Homicide,43650,21825
Johnny Stecchino,15508,15508
Light Sleeper,46302,15434
Once Around,309571,19348
Out for Justice,10524026,5235
Quigley Down Under,3853149,3868
Rubin and Ed,4131,4131
Shout,1611725,1665
Stone Cold,2811154,1625
Captain America,65058524,17512
Crossing The Bridge,243695,1037
Diggstown,1504099,2051
Innocent Blood,1857658,1400
Johnny Suede,8535,8535
LadyBugs,5180414,3390
Night and the City,43036,43036
Shining Through,6406829,4474
Sidekicks,250003,3968
Visions of Light,27761,13880
Fortress,4040711,3356
Sonatine,17527,8764
Splitting Heirs,1738315,2045
Three of Hearts,1928076,2434
Floundering,2604,2604
Freaked,6957,3478
Golden Gate,258040,661
My Father the Hero,5645251,4731
Last of the Dogmen,2520206,2712
Jack Frost,7104125,3301
Pusher,1656,1656
Earth,42449,5306
Emma,240649,26738
Face,12366,4122
Chicago Cab,2947,2947
Safe House,40172720,12880
Beowulf,27515871,8726
Bruno,30619130,11110
Thursday,1971,985
Set Me Free,4905,4905
Venus Beauty Institute,32150,6430
Taxi 2,98523,1824
Pups,1145,1145
Kadosh,46204,3850
2046,113074,28268
Bartleby,14599,7299
Paragraph 175,25007,12503
Sound and Fury,7104,3552
Werckmeister Harmonies,4852,4852
Teknolust,9475,4737
Darkness,6163306,3625
Dirty Deeds,66219,1034
Stranded,3077,3077
Pulse,8203822,3531
Dog Days,6267,6267
Deadline,86681,1884
Hell House,6950,3475
Sex Is Comedy,3370,3370
Pure,5154,2577
The Foreigner,13113024,5214
Fear and Trembling,6007,6007
Oasis,6485,3242
Twin Sisters,1207,1207
Bad Boys,15523358,7281
Bright Young Things,46926,15642
Love Object,4492,4492
Alive,8624292,7618
Springtime in a Small Town,7506,3753
Wondrous Oblivion,11749,11749
Nicotina,446768,4653
Evil,2448,2448
Last Life in the Universe,5833,5833
Head-On,15216,15216
Kal Ho Naa Ho,758211,14580
In My Country,22383,2487
Unstoppable,22688457,7075
Take My Eyes,6440,3220
Blind Shaft,5550,5550
Far Side of the Moon,27865,4644
Facing Windows,36061,5151
Foolproof,230312,1218
Intimate Strangers,55836,11167
Down to the Bone,7352,3676
Oldboy,68957,13791
Red Lights,3202,3202
Lost Embrace,18564,9282
One Missed Call,12511473,5585
Millions,70224,14044
Spanglish,8817853,3616
Buddy,3504671,1658
Festival Express,12074,12074
Saints and Soldiers,129056,4963
Open Water,1100943,23424
Touch of Pink,79883,4992
Layer Cake,81706,8170
Silver City,337484,2960
Flight of the Phoenix,5019430,1927
Mean Creek,29170,7292
Machuca,4635,4635
As It Is in Heaven,2402,2402
She Hate Me,55016,5001
Azumi,2848,2848
Going the Distance,333126,2177
Schultze Gets the Blues,14074,3518
Born into Brothels,14605,14605
Riding Giants,134400,5169
Word Wars,7559,7559
When Will I Be Loved,29103,3637
Million Dollar Baby,179953,22494
Gozu,5030,5030
Hotel Rwanda,100091,14298
Beyond the Sea,45264,7544
In Good Company,151750,50583
Meet the Fockers,46120980,13110
Kamikaze Girls,2795,2795
Fat Albert,10021510,3747
In the Realms of the Unreal,15477,5159
White Noise,24113565,10665
Underclassman,2525364,2230
Bomb the System,7551,3775
Wetherby,37283,18641
Little Miss Marker,853173,1807
Little Miss Marker,853173,1807
Sweet Liberty,3160891,2561
Testament,317996,7756
Smooth Talk,16785,8392
Distant Thunder,82186,2651
Out Cold,4531665,2253
Man Trouble,2034475,2016
Stander,19067,2723
Imaginary Heroes,4696,2348
Appleseed,66869,2157
Elektra,12804793,3996
Racing Stripes,13920052,4370
Coach Carter,24182961,9581
Iceman,1836120,2860
Torremolinos 73,6321,6321
Memories of Murder,4487,4487
Summer Storm,4158,2079
Downfall,18195,18195
Assault on Precinct 13,6502724,2830
Alone in the Dark,2834421,1334
Hide and Seek,21959233,7307
Aliens of the Deep,479368,17754
Boogeyman,19020655,6232
Nobody Knows,32393,16196
Employee of the Month,11407751,4423
Magic in the Water,1455946,1635
Double Dragon,1376561,1266
Mac and Me,2061464,1568
Purple Butterfly,6970,6970
Easy,14811,2468
Going All the Way,20796,5199
Inferno,3981,3981
Steamboy,136148,3490
Assisted Living,14146,7073
Hitch,43142214,12067
Inside Deep Throat,88709,7392
Uncle Nino,165000,873
Constantine,29769098,9903
Son of the Mask,7511675,2532
Turtles Can Fly,23326,5831
Beautiful Boxer,8713,4356
Pauly Shore Is Dead,11000,11000
Until September,1983321,1780
Night and the City,43036,43036
Night Watch,585733,1952
Dot the I,9581,9581
Sister Helen,2163,2163
Bright Leaves,4485,4485
Man of the House,9473317,4706
Kung Fu Hustle,269225,38460
Travellers and Magicians,22793,7597
Control,27674,27674
Bigger Than the Sky,12281,1364
Diary of a Mad Black Woman,21905089,14770
Cursed,9633085,3434
Up and Down,25144,4190
Gory Gory Hallelujah,2360,2360
Be Cool,23450212,7291
Gunner Palace,63520,7940
Walk on Water,60465,6046
Hostage,10214734,4811
Robots,36045301,9545
Class Action,4207923,5408
Courage Mountain,693087,1369
Kiss The Bride,8811,1762
Crush,46469,4646
Blackball,48000,6000
Once Upon a Forest,2206251,1483
Elevator to the Gallows,7354,7354
Ice Princess,6807471,2721
Melinda and Melinda,74238,74238
Milk and Honey,4315,4315
Guess Who,20671446,6568
Incident at Loch Ness,13313,6656
